Model,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel Type Factor,Aerodynamic Proxy,City_Hwy_Diff,Make_ALFA ROMEO,Make_ASTON MARTIN,Make_AUDI,Make_BENTLEY,Make_BMW,Make_BUICK,Make_CADILLAC,Make_CHEVROLET,Make_CHRYSLER,Make_DODGE,Make_FIAT,Make_FORD,Make_GENESIS,Make_GMC,Make_HONDA,Make_HYUNDAI,Make_INFINITI,Make_JAGUAR,Make_JEEP,Make_KIA,Make_LAMBORGHINI,Make_LAND ROVER,Make_LEXUS,Make_LINCOLN,Make_MAHINDRA,Make_MARUTI SUZUKI,Make_MASERATI,Make_MAZDA,Make_MERCEDES-BENZ,Make_MINI,Make_MITSUBISHI,Make_NISSAN,Make_PORSCHE,Make_RAM,Make_ROLLS-ROYCE,Make_SCION,Make_SMART,Make_SUBARU,Make_TOYOTA,Make_VOLKSWAGEN,Make_VOLVO,Vehicle Class_FULL-SIZE,Vehicle Class_MID-SIZE,Vehicle Class_MINICOMPACT,Vehicle Class_MINIVAN,Vehicle Class_PICKUP TRUCK - SMALL,Vehicle Class_PICKUP TRUCK - STANDARD,Vehicle Class_SPECIAL PURPOSE VEHICLE,Vehicle Class_STATION WAGON - MID-SIZE,Vehicle Class_STATION WAGON - SMALL,Vehicle Class_SUBCOMPACT,Vehicle Class_SUV - SMALL,Vehicle Class_SUV - STANDARD,Vehicle Class_TWO-SEATER,Vehicle Class_VAN - CARGO,Vehicle Class_VAN - PASSENGER,Transmission_A4,Transmission_A5,Transmission_A6,Transmission_A7,Transmission_A8,Transmission_A9,Transmission_AM5,Transmission_AM6,Transmission_AS10,Transmission_AS4,Transmission_AS5,Transmission_AS6,Transmission_AS7,Transmission_AS8,Transmission_AS9,Transmission_AV,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_Petrol
500L,-1.3995372085541666,-0.9610649245105555,-0.6678367854289189,-0.6517587272165135,-0.6488719249127071,0.44984867117146826,216,0.31728441213690983,-0.6517587272165135,-0.5562391459855613,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
500L,-1.3995372085541666,-0.9610649245105555,-0.8733743758605631,-0.9223004034279053,-0.895615190061961,0.7293242363577567,200,0.31728441213690983,-0.9223004034279053,-0.6233366754778837,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
C-MAX HYBRID,-0.9537177832800808,-0.9610649245105555,-2.1359624313692365,-1.2830226383764278,-1.8473392127805104,2.82539097525492,138,0.31728441213690983,-1.2830226383764278,-2.9717502077091753,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
EDGE,-0.9537177832800808,-0.9610649245105555,-0.40357416915966154,-0.6517587272165135,-0.5078757733988477,0.31011088857832403,225,0.31728441213690983,-0.6517587272165135,0.04763861944534243,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
EDGE (Start/Stop),-0.9537177832800808,-0.9610649245105555,-0.46229919499727407,-0.6066684478479479,-0.5078757733988477,0.31011088857832403,225,0.31728441213690983,-0.6066684478479479,-0.1536539690316253,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
EDGE,0.16083077990513328,0.13662147215234835,0.09558855046004625,-0.11067537479372949,0.020859794778124222,-0.24884024179425282,260,0.31728441213690983,-0.11067537479372949,0.3831262669069549,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
EDGE AWD,-0.9537177832800808,-0.9610649245105555,-0.31548663040324226,-0.3812170510051213,-0.33163058400652373,0.030635323392035615,237,0.31728441213690983,-0.3812170510051213,-0.1536539690316253,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
EDGE AWD,0.16083077990513328,0.13662147215234835,0.24240111505407802,0.1598663014176623,0.19710498417044822,-0.388578024387397,271,0.31728441213690983,0.1598663014176623,0.31602873741463255,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
EDGE SPORT AWD,-0.4335951204603142,0.13662147215234835,0.21303860213527176,0.25004686015479344,0.2323540220489129,-0.388578024387397,274,0.31728441213690983,0.25004686015479344,0.1147361489376642,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
ESCAPE,-1.2509307334628046,-0.9610649245105555,-0.7265618112665313,-0.8321198446907746,-0.7898680764265664,0.5895864537646125,207,0.31728441213690983,-0.8321198446907746,-0.422044087000916,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
ESCAPE,-0.9537177832800808,-0.9610649245105555,-0.5797492466724996,-0.5615781684793828,-0.5783738491557777,0.31011088857832403,221,0.31728441213690983,-0.5615781684793828,-0.48914161649323834,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
ESCAPE,-0.5822015955516762,-0.9610649245105555,-0.5797492466724996,-0.7419392859536442,-0.6136228870342424,0.44984867117146826,218,0.31728441213690983,-0.7419392859536442,-0.22075149852394768,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
ESCAPE AWD,-1.2509307334628046,-0.9610649245105555,-0.6678367854289189,-0.5615781684793828,-0.6488719249127071,0.44984867117146826,216,0.31728441213690983,-0.5615781684793828,-0.6904342049702067,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
ESCAPE AWD,-0.9537177832800808,-0.9610649245105555,-0.4329366820784678,-0.3812170510051213,-0.40212865976345374,0.17037310598517982,232,0.31728441213690983,-0.3812170510051213,-0.422044087000916,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
EXPEDITION 4X4,0.16083077990513328,0.13662147215234835,0.9764639380242368,1.1518524475261,1.0430818932536028,-0.9475291547599739,327,0.31728441213690983,1.1518524475261,0.5173213258915996,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
EXPEDITION MAX 4X4,0.16083077990513328,0.13662147215234835,1.0351889638618494,1.2420330062632303,1.1135799690105328,-0.9475291547599739,331,0.31728441213690983,1.2420330062632303,0.5173213258915996,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
EXPLORER,-0.9537177832800808,-0.9610649245105555,-0.28612411748443606,-0.33612677163655613,-0.29638154612805906,0.030635323392035615,239,0.31728441213690983,-0.33612677163655613,-0.1536539690316253,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
EXPLORER FFV,0.16083077990513328,0.13662147215234835,0.24240111505407802,0.20495658078622747,0.2323540220489129,-0.388578024387397,274,0.31728441213690983,0.20495658078622747,0.24893120792231016,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
EXPLORER FFV,0.16083077990513328,0.13662147215234835,1.68116424807559,1.6929357999488837,1.7128136129444347,-1.2270047199462624,258,-3.5094228558656875,1.6929357999488837,1.322491679799473,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
